42784 1
42795 0
42807 0
42819 0
42831 0
42843 0
42855 0
42867 0
42879 0
42891 0
42903 0
42915 0
42927 0
42939 0
42951 0
42963 0
42975 0
42987 0
42999 0
43011 0
43023 0
43034 0
43046 0
43058 0
43070 0
43082 0
43094 0
43106 0
43118 0
43130 0
43142 0
43154 0
43166 0
43178 0
43190 0
43202 0
43214 0
43226 0
43238 0
43250 0
43262 0
43274 0
43285 0
43297 0
43309 0
43321 0
43333 0
43345 0
43357 0
43369 0
43381 0
43393 0
43405 0
43417 0
43429 0
43441 0
43453 0
43465 0
43477 0
43489 0
43501 0
43513 0
43525 0
43536 0
43548 0
43560 0
43572 0
43584 0
43596 0
43608 0
43620 0
43632 0
43644 0
43656 0
43668 0
43680 0
43692 0
43704 0
43716 0
43728 0
43740 0
43752 0
43764 0
43775 0
43787 0
43799 0
43811 0
43823 0
43835 0
43847 0
43859 0
43871 0
43883 0
43895 0
43907 0
43919 0
43931 0
43943 0
43955 0
43967 0
43979 0
43991 0
44003 0
44015 0
44026 0
44038 0
44050 0
44062 0
44074 0
44086 0
44098 0
44110 0
44122 0
44134 0
44146 0
44158 0
44170 0
44182 0
44194 0
44206 0
44218 0
44230 0
44242 0
44254 0
44266 0
44277 0
44289 0
44301 0
44313 0
44325 0
44337 0
44349 0
44361 0
44373 0
44385 0
44397 0
44409 0
44421 0
44433 0
44445 0
44457 0
44469 0
44481 0
44493 0
44505 0
44516 0
44528 0
44540 0
44552 0
44564 0
44576 0
44588 0
44600 0
44612 0
44624 0
44636 0
44648 0
44660 0
44672 0
44684 0
44696 0
44708 0
44720 0
44732 0
44744 0
44756 0
44767 0
44779 0
44791 0
44803 0
44815 0
44827 0
44839 0
44851 0
44863 0
44875 0
44887 0
44899 0
44911 0
44923 0
44935 0
44947 0
44959 0
44971 0
44983 0
44995 0
45007 0
45018 0
45030 0
45042 0
45054 0
45066 0
45078 0
45090 0
45102 0
45114 0
45126 0
45138 0
45150 0
45162 0
45174 0
45186 0
45198 0
45210 0
45222 0
45234 0
45246 0
45258 0
45269 0
45281 0
45293 0
45305 0
45317 0
45329 0
45341 0
45353 0
45365 0
45377 0
45389 0
45401 0
45413 0
45425 0
45437 0
45449 0
45461 0
45473 0
45485 0
45497 0
45508 0
45520 0
45532 0
45544 0
45556 0
45568 0
45580 0
45592 0
45604 0
45616 0
45628 0
45640 0
45652 0
45664 0
45676 0
45688 0
45700 0
45712 0
45724 0
45736 0
45748 0
45759 0
45771 0
45783 0
45795 0
45807 0
45819 0
45831 0
45843 0
45855 0
45867 0
45879 0
45891 0
45903 0
45915 0
45927 0
45939 0
45951 0
45963 0
45975 0
45987 0
45999 0
46010 0
46022 0
46034 0
46046 0
46058 0
46070 0
46082 0
46094 0
46106 0
46118 0
46130 0
46142 0
46154 0
46166 0
46178 0
46190 0
46202 0
46214 0
46226 0
46238 0
46249 0
46261 0
46273 0
46285 0
46297 0
46309 0
46321 0
46333 0
46345 0
46357 0
46369 0
46381 0
46393 0
46405 0
46417 0
46429 0
46441 0
46453 0
46465 0
46477 0
46489 0
46500 0
46512 0
46524 0
46536 0
46548 0
46560 0
46572 0
46584 0
46596 0
46608 0
46620 0
46632 0
46644 0
46656 0
46668 0
46680 0
46692 0
46704 0
46716 0
46728 0
46740 0
46751 0
46763 0
46775 0
46787 0
46799 0
46811 0
46823 0
46835 0
46847 0
46859 0
46871 0
46883 0
46895 0
46907 0
46919 0
46931 0
46943 0
46955 0
46967 0
46979 0
46991 0
47002 0
47014 0
47026 0
47038 0
47050 0
47062 0
47074 0
47086 0
47098 0
47110 0
47122 0
47134 0
47146 0
47158 0
47170 0
47182 0
47194 0
47206 0
